DB_ID	Start_Coordiate	End_Coordinate	Old_Display_Name	New_Display_Name		 
2470389	1	-1	"3,4-Hyp Glu-Gal-Hyl-collagen alpha-1(IX) chain N-term fragment [extracellular region]"	COL9A1 [extracellular region]		
2470406	1	-1	4-hydroxyprolyl collagen alpha-1(IX) chain N-term fragment [extracellular region]	COL9A1 [extracellular region]		
375059	24	921	Collagen alpha-1(IX) chain [extracellular region]	COL9A1 [extracellular region]		
2192977	1	-1	4-Hyp 5-Hyl-collagen alpha-1(IX) chain [extracellular region]	COL9A1 [extracellular region]		
2470429	1	-1	4-Hyp 5-Hyl-collagen alpha-1(IX) chain C-term fragment [extracellular region]	COL9A1 [extracellular region]		
2470435	1	-1	Collagen alpha-1(IX) chain N-term fragment [extracellular region]	COL9A1 [extracellular region]		
2470410	1	-1	5-Gal-Hyl-collagen alpha-1(IX) chain N-term fragment [extracellular region]	COL9A1 [extracellular region]		
2470401	1	-1	"3,4-hydroxyprolyl-collagen alpha-1(IX) chain N-term fragment [extracellular region]"	COL9A1 [extracellular region]		
2173300	1	-1	"3,4-Hyp 5-Hyl collagen alpha-2(IX) chain [endoplasmic reticulum lumen]"	COL9A2 [endoplasmic reticulum lumen]		
2173299	1	-1	4-hydroxyprolyl collagen alpha-2(IX) chain [endoplasmic reticulum lumen]	COL9A2 [endoplasmic reticulum lumen]		
2173296	1	-1	4-Hyp 5-Hyl-collagen alpha-2(IX) chain [endoplasmic reticulum lumen]	COL9A2 [endoplasmic reticulum lumen]		
2173291	1	-1	"3,4-Hyp 5-Gal-Hyl collagen alpha-2(IX) chain [endoplasmic reticulum lumen]"	COL9A2 [endoplasmic reticulum lumen]		
2173287	1	-1	"3,4-hydroxyprolyl-collagen alpha-2(IX) chain [endoplasmic reticulum lumen]"	COL9A2 [endoplasmic reticulum lumen]		
2173297	1	-1	"3,4-Hyp Glu-Gal-Hyl collagen alpha-2(IX) chain [endoplasmic reticulum lumen]"	COL9A2 [endoplasmic reticulum lumen]		
2173304	1	-1	5-hydroxylysyl-collagen alpha-2(IX) chain [endoplasmic reticulum lumen]	COL9A2 [endoplasmic reticulum lumen]		
2173295	1	-1	4-Hyp Glu-Gal-Hyl collagen alpha-2(IX) chain [endoplasmic reticulum lumen]	COL9A2 [endoplasmic reticulum lumen]		
2173305	1	-1	Glu-Gal-Hyl collagen alpha-2(IX) chain [endoplasmic reticulum lumen]	COL9A2 [endoplasmic reticulum lumen]		
2173290	1	-1	Collagen alpha-2(IX) chain [endoplasmic reticulum lumen]	COL9A2 [endoplasmic reticulum lumen]		
2173298	1	-1	5-Gal-Hyl collagen alpha-2(IX) chain [endoplasmic reticulum lumen]	COL9A2 [endoplasmic reticulum lumen]		
2173293	1	-1	4-Hyp 5-Gal-Hyl collagen alpha-2(IX) chain [endoplasmic reticulum lumen]	COL9A2 [endoplasmic reticulum lumen]		
2470454	1	-1	"3,4-Hyp Glu-Gal-Hyl collagen alpha-2(IX) chain N-term fragment [extracellular region]"	COL9A2 [extracellular region]		
2192996	1	-1	"3,4-Hyp Glu-Gal-Hyl collagen alpha-2(IX) chain [extracellular region]"	COL9A2 [extracellular region]		
2470405	1	-1	4-hydroxyprolyl collagen alpha-2(IX) chain N-term fragment [extracellular region]	COL9A2 [extracellular region]		
2470447	1	-1	"3,4-Hyp 5-Gal-Hyl collagen alpha-2(IX) chain C-term fragment [extracellular region]"	COL9A2 [extracellular region]		
2193036	1	-1	4-Hyp 5-Hyl-collagen alpha-2(IX) chain [extracellular region]	COL9A2 [extracellular region]		
2470385	1	-1	"3,4-hydroxyprolyl-collagen alpha-2(IX) chain C-term fragment [extracellular region]"	COL9A2 [extracellular region]		
2470395	1	-1	"3,4-Hyp 5-Hyl collagen alpha-2(IX) chain C-term fragment [extracellular region]"	COL9A2 [extracellular region]		
2193015	1	-1	4-hydroxyprolyl collagen alpha-2(IX) chain [extracellular region]	COL9A2 [extracellular region]		
2470393	1	-1	4-Hyp 5-Gal-Hyl collagen alpha-2(IX) chain C-term fragment [extracellular region]	COL9A2 [extracellular region]		
2470394	1	-1	4-hydroxyprolyl collagen alpha-2(IX) chain C-term fragment [extracellular region]	COL9A2 [extracellular region]		
2192994	1	-1	Collagen alpha-2(IX) chain [extracellular region]	COL9A2 [extracellular region]		
2193004	1	-1	4-Hyp Glu-Gal-Hyl collagen alpha-2(IX) chain [extracellular region]	COL9A2 [extracellular region]		
2470407	1	-1	Collagen alpha-2(IX) chain N-term fragment [extracellular region]	COL9A2 [extracellular region]		
2470423	1	-1	4-Hyp 5-Hyl-collagen alpha-2(IX) chain N-term fragment [extracellular region]	COL9A2 [extracellular region]		
2470452	1	-1	5-hydroxylysyl-collagen alpha-2(IX) chain N-term fragment [extracellular region]	COL9A2 [extracellular region]		
2470453	1	-1	Glu-Gal-Hyl collagen alpha-2(IX) chain N-term fragment [extracellular region]	COL9A2 [extracellular region]		
375065	24	689	Collagen alpha-2(IX) chain [extracellular region]	COL9A2 [extracellular region]		
2470456	1	-1	"3,4-Hyp Glu-Gal-Hyl collagen alpha-2(IX) chain C-term fragment [extracellular region]"	COL9A2 [extracellular region]		
2193013	1	-1	"3,4-Hyp 5-Hyl collagen alpha-2(IX) chain [extracellular region]"	COL9A2 [extracellular region]		
2470425	1	-1	Collagen alpha-2(IX) chain C-term fragment [extracellular region]	COL9A2 [extracellular region]		
2470445	1	-1	"3,4-hydroxyprolyl-collagen alpha-2(IX) chain N-term fragment [extracellular region]"	COL9A2 [extracellular region]		
2192987	1	-1	"3,4-hydroxyprolyl-collagen alpha-2(IX) chain [extracellular region]"	COL9A2 [extracellular region]		
2192986	1	-1	5-Gal-Hyl collagen alpha-2(IX) chain [extracellular region]	COL9A2 [extracellular region]		
2470400	1	-1	"3,4-Hyp 5-Gal-Hyl collagen alpha-2(IX) chain N-term fragment [extracellular region]"	COL9A2 [extracellular region]		
2470383	1	-1	4-Hyp Glu-Gal-Hyl collagen alpha-2(IX) chain C-term fragment [extracellular region]	COL9A2 [extracellular region]		
2470418	1	-1	4-Hyp 5-Gal-Hyl collagen alpha-2(IX) chain N-term fragment [extracellular region]	COL9A2 [extracellular region]		
2470436	1	-1	4-Hyp Glu-Gal-Hyl collagen alpha-2(IX) chain N-term fragment [extracellular region]	COL9A2 [extracellular region]		
2470377	1	-1	5-Gal-Hyl collagen alpha-2(IX) chain N-term fragment [extracellular region]	COL9A2 [extracellular region]		
2470387	1	-1	5-hydroxylysyl-collagen alpha-2(IX) chain C-term fragment [extracellular region]	COL9A2 [extracellular region]		
2470414	1	-1	Glu-Gal-Hyl collagen alpha-2(IX) chain C-term fragment [extracellular region]	COL9A2 [extracellular region]		
2192933	1	-1	4-Hyp 5-Gal-Hyl collagen alpha-2(IX) chain [extracellular region]	COL9A2 [extracellular region]		
2193024	1	-1	5-hydroxylysyl-collagen alpha-2(IX) chain [extracellular region]	COL9A2 [extracellular region]		
2470399	1	-1	5-Gal-Hyl collagen alpha-2(IX) chain C-term fragment [extracellular region]	COL9A2 [extracellular region]		
2193026	1	-1	"3,4-Hyp 5-Gal-Hyl collagen alpha-2(IX) chain [extracellular region]"	COL9A2 [extracellular region]		
2470420	1	-1	"3,4-Hyp 5-Hyl collagen alpha-2(IX) chain N-term fragment [extracellular region]"	COL9A2 [extracellular region]		
2470382	1	-1	4-Hyp 5-Hyl-collagen alpha-2(IX) chain C-term fragment [extracellular region]	COL9A2 [extracellular region]		
2192995	1	-1	Glu-Gal-Hyl collagen alpha-2(IX) chain [extracellular region]	COL9A2 [extracellular region]		
2179201	26	684	"3,4-Hyp 5-Gal-Hyl collagen alpha-3(IX) chain [endoplasmic reticulum lumen]"	COL9A3 [endoplasmic reticulum lumen]		
2179198	26	684	Glu-Gal-Hyl collagen alpha-3(IX) chain [endoplasmic reticulum lumen]	COL9A3 [endoplasmic reticulum lumen]		
2179195	26	684	Collagen alpha-3(IX) chain [endoplasmic reticulum lumen]	COL9A3 [endoplasmic reticulum lumen]		
2179193	26	684	5-hydroxylysyl collagen alpha-3(IX) chain [endoplasmic reticulum lumen]	COL9A3 [endoplasmic reticulum lumen]		
2179194	26	684	5-Gal-Hyl collagen alpha-3(IX) chain [endoplasmic reticulum lumen]	COL9A3 [endoplasmic reticulum lumen]		
2179209	26	684	4-Hyp Glu-Gal-Hyl collagen alpha-3(IX) chain [endoplasmic reticulum lumen]	COL9A3 [endoplasmic reticulum lumen]		
2179210	26	684	"3,4-Hyp Glu-Gal-Hyl collagen alpha-3(IX) chain [endoplasmic reticulum lumen]"	COL9A3 [endoplasmic reticulum lumen]		
2179200	26	684	4-Hyp 5-Hyl collagen alpha-3(IX) chain [endoplasmic reticulum lumen]	COL9A3 [endoplasmic reticulum lumen]		
2179203	26	684	4-Hyp 5-Gal-Hyl collagen alpha-3(IX) chain [endoplasmic reticulum lumen]	COL9A3 [endoplasmic reticulum lumen]		
2179192	26	684	"3,4-hydroxyprolyl collagen alpha-3(IX) chain [endoplasmic reticulum lumen]"	COL9A3 [endoplasmic reticulum lumen]		
2179208	26	684	4-hydroxyprolyl collagen alpha-3(IX) chain [endoplasmic reticulum lumen]	COL9A3 [endoplasmic reticulum lumen]		
2179196	26	684	"3,4-Hyp 5-Hyl collagen alpha-3(IX) chain [endoplasmic reticulum lumen]"	COL9A3 [endoplasmic reticulum lumen]		
2193030	26	684	"3,4-Hyp 5-Hyl collagen alpha-3(IX) chain [extracellular region]"	COL9A3 [extracellular region]		
2470417	-1	684	"3,4-Hyp Glu-Gal-Hyl collagen alpha-3(IX) chain C-term fragment [extracellular region]"	COL9A3 [extracellular region]		
2193029	26	684	4-Hyp 5-Hyl collagen alpha-3(IX) chain [extracellular region]	COL9A3 [extracellular region]		
2193003	26	684	4-Hyp 5-Gal-Hyl collagen alpha-3(IX) chain [extracellular region]	COL9A3 [extracellular region]		
2470390	-1	684	4-Hyp Glu-Gal-Hyl collagen alpha-3(IX) chain C-term fragment [extracellular region]	COL9A3 [extracellular region]		
2470434	26	-1	4-Hyp 5-Gal-Hyl collagen alpha-3(IX) chain N-term fragment [extracellular region]	COL9A3 [extracellular region]		
2470448	26	-1	4-Hyp Glu-Gal-Hyl collagen alpha-3(IX) chain N-term fragment [extracellular region]	COL9A3 [extracellular region]		
2470391	26	-1	4-hydroxyprolyl collagen alpha-3(IX) chain N-term fragment [extracellular region]	COL9A3 [extracellular region]		
2470449	26	-1	5-Gal-Hyl collagen alpha-3(IX) chain N-term fragment [extracellular region]	COL9A3 [extracellular region]		
2192976	26	684	5-Gal-Hyl collagen alpha-3(IX) chain [extracellular region]	COL9A3 [extracellular region]		
2470450	-1	684	4-Hyp 5-Hyl collagen alpha-3(IX) chain C-term fragment [extracellular region]	COL9A3 [extracellular region]		
2470446	26	-1	Collagen alpha-3(IX) chain N-term fragment [extracellular region]	COL9A3 [extracellular region]		
2193009	26	684	"3,4-hydroxyprolyl collagen alpha-3(IX) chain [extracellular region]"	COL9A3 [extracellular region]		
2470412	-1	684	5-Gal-Hyl collagen alpha-3(IX) chain C-term fragment [extracellular region]	COL9A3 [extracellular region]		
2470408	26	-1	Glu-Gal-Hyl collagen alpha-3(IX) chain N-term fragment [extracellular region]	COL9A3 [extracellular region]		
2470440	-1	684	5-hydroxylysyl collagen alpha-3(IX) chain C-term fragment [extracellular region]	COL9A3 [extracellular region]		
2470430	-1	684	Glu-Gal-Hyl collagen alpha-3(IX) chain C-term fragment [extracellular region]	COL9A3 [extracellular region]		
2470381	-1	684	4-hydroxyprolyl collagen alpha-3(IX) chain C-term fragment [extracellular region]	COL9A3 [extracellular region]		
2470388	26	-1	"3,4-hydroxyprolyl collagen alpha-3(IX) chain N-term fragment [extracellular region]"	COL9A3 [extracellular region]		
2470397	26	-1	"3,4-Hyp 5-Hyl collagen alpha-3(IX) chain N-term fragment [extracellular region]"	COL9A3 [extracellular region]		
2193022	26	684	5-hydroxylysyl collagen alpha-3(IX) chain [extracellular region]	COL9A3 [extracellular region]		
2470426	-1	684	4-Hyp 5-Gal-Hyl collagen alpha-3(IX) chain C-term fragment [extracellular region]	COL9A3 [extracellular region]		
2470422	26	-1	"3,4-Hyp Glu-Gal-Hyl collagen alpha-3(IX) chain N-term fragment [extracellular region]"	COL9A3 [extracellular region]		
375063	26	684	Collagen alpha-3(IX) chain [extracellular region]	COL9A3 [extracellular region]		
2192962	26	684	Glu-Gal-Hyl collagen alpha-3(IX) chain [extracellular region]	COL9A3 [extracellular region]		
2192981	26	684	4-Hyp Glu-Gal-Hyl collagen alpha-3(IX) chain [extracellular region]	COL9A3 [extracellular region]		
2192931	26	684	4-hydroxyprolyl collagen alpha-3(IX) chain [extracellular region]	COL9A3 [extracellular region]		
2192946	26	684	"3,4-Hyp 5-Gal-Hyl collagen alpha-3(IX) chain [extracellular region]"	COL9A3 [extracellular region]		
2470384	-1	684	"3,4-hydroxyprolyl collagen alpha-3(IX) chain C-term fragment [extracellular region]"	COL9A3 [extracellular region]		
2192978	26	684	"3,4-Hyp Glu-Gal-Hyl collagen alpha-3(IX) chain [extracellular region]"	COL9A3 [extracellular region]		
2470398	26	-1	4-Hyp 5-Hyl collagen alpha-3(IX) chain N-term fragment [extracellular region]	COL9A3 [extracellular region]		
2470441	26	-1	5-hydroxylysyl collagen alpha-3(IX) chain N-term fragment [extracellular region]	COL9A3 [extracellular region]		
2470416	-1	684	"3,4-Hyp 5-Gal-Hyl collagen alpha-3(IX) chain C-term fragment [extracellular region]"	COL9A3 [extracellular region]		
2470427	-1	684	Collagen alpha-3(IX) chain C-term fragment [extracellular region]	COL9A3 [extracellular region]		
2470431	-1	684	"3,4-Hyp 5-Hyl collagen alpha-3(IX) chain C-term fragment [extracellular region]"	COL9A3 [extracellular region]		
2470413	26	-1	"3,4-Hyp 5-Gal-Hyl collagen alpha-3(IX) chain N-term fragment [extracellular region]"	COL9A3 [extracellular region]		
416961	1	327	COP9 signalosome complex subunit 6 [cytosol]	COPS6 [cytosol]		
416960	1	23	COP9 signalosome complex subunit 6 (fragment 1-23) [cytosol]	COPS6 [cytosol]		
416976	24	327	COP9 signalosome complex subunit 6 (fragment 24-327) [cytosol]	COPS6 [cytosol]		
1838987	1	490	CPSF6-p-FGFR1 fusion [cytosol]	CPSF6 [cytosol]		
1614368	1	490	CPSF6-FGFR1 fusion mutant [cytosol]	CPSF6 [cytosol]		
110006	1	-1	phospho-Crk [cytosol]	CRK [cytosol]		
381909	1	-1	Crk-I [cytosol]	CRK [cytosol]		
109809	1	-1	Crk [cytosol]	CRK [cytosol]		
190057	1	-1	CRKL isoform 1 (SH3 domain) [endosome]	CRK [endosome]		
190060	1	-1	CRKL isoform 2 (SH3 domain) [endosome]	CRK [endosome]		
399779	1	572	pCRMP-1 (S522) [cytosol]	CRMP1 [cytosol]		
398120	1	572	Dihydropyrimidinase-related protein 1 (CRMP-1) [cytosol]	CRMP1 [cytosol]		
399784	1	572	Tyrosine phosphorylated CRMP-1 [cytosol]	CRMP1 [cytosol]		
399777	1	572	"pCRMP-1 (S522,S518,T509,T514) [cytosol]"	CRMP1 [cytosol]		
517931	1	586	ub-p-CRY1 [nucleoplasm]	CRY1 [nucleoplasm]		
400340	1	586	p-CRY1 [nucleoplasm]	CRY1 [nucleoplasm]		
400401	1	586	Cryptochrome-1 [nucleoplasm]	CRY1 [nucleoplasm]		
517935	1	593	ub-p-CRY2 [nucleoplasm]	CRY2 [nucleoplasm]		
400220	1	593	Cryptochrome-2 [nucleoplasm]	CRY2 [nucleoplasm]		
400328	1	593	p-CRY2 [nucleoplasm]	CRY2 [nucleoplasm]		
389142	20	972	Phosphorylated macrophage colony stimulating factor I receptor precursor [plasma membrane]	CSF1R [plasma membrane]		
197667	20	972	Macrophage colony stimulating factor I receptor precursor [plasma membrane]	CSF1R [plasma membrane]		
914170	17	897	p-S585-IL3RB [plasma membrane]	CSF2RB [plasma membrane]		
914092	17	897	p(Y593)-Cytokine receptor common subunit beta [plasma membrane]	CSF2RB [plasma membrane]		
912312	17	897	"p(Y593, Y628)-IL3RB [plasma membrane]"	CSF2RB [plasma membrane]		
879960	17	897	IL3RB [plasma membrane]	CSF2RB [plasma membrane]		
879972	17	897	p(Y450)-IL3RB [plasma membrane]	CSF2RB [plasma membrane]		
2064110	30	2322	CSE-CSPG4 [extracellular region]	CSPG4 [extracellular region]		
2064251	30	2322	C6S-CSPG4 [extracellular region]	CSPG4 [extracellular region]		
2065222	30	2322	D4S-CSPG4 [extracellular region]	CSPG4 [extracellular region]		
2065092	30	2322	"D2,4,4(S)3-CSPG4 [extracellular region]"	CSPG4 [extracellular region]		
2064211	30	2322	C4S-CSPG4 [extracellular region]	CSPG4 [extracellular region]		
2065203	30	2322	"D2,4(S)2-CSPG4 [extracellular region]"	CSPG4 [extracellular region]		
2065076	30	2322	"D2,4,4(S)3-CSPG4 [Golgi lumen]"	CSPG4 [Golgi lumen]		
2065097	30	2322	D4S-CSPG4 [Golgi lumen]	CSPG4 [Golgi lumen]		
2064111	30	2322	chondroitin(2)-CSPG4 [Golgi lumen]	CSPG4 [Golgi lumen]		
2064102	30	2322	Gal-Xyl-CSPG4 [Golgi lumen]	CSPG4 [Golgi lumen]		
2064062	30	2322	Gal-Gal-Xyl-CSPG4 [Golgi lumen]	CSPG4 [Golgi lumen]		
2064149	30	2322	chondroitin(3)-CSPG4 [Golgi lumen]	CSPG4 [Golgi lumen]		
2063964	30	2322	xylosyl-CSPG4 [Golgi lumen]	CSPG4 [Golgi lumen]		
2064174	30	2322	C4S-CSPG4 [Golgi lumen]	CSPG4 [Golgi lumen]		
2065081	30	2322	"D2,4(S)2-CSPG4 [Golgi lumen]"	CSPG4 [Golgi lumen]		
2064190	30	2322	GlcA-Gal-Gal-Xyl-CSPG4 [Golgi lumen]	CSPG4 [Golgi lumen]		
2064166	30	2322	CSE-CSPG4 [Golgi lumen]	CSPG4 [Golgi lumen]		
2064125	30	2322	chondroitin(1)-CSPG4 [Golgi lumen]	CSPG4 [Golgi lumen]		
2064002	30	2322	C6S-CSPG4 [Golgi lumen]	CSPG4 [Golgi lumen]		
2065247	30	2322	"D2,4(S)2-CSPG4 [lysosomal lumen]"	CSPG4 [lysosomal lumen]		
2065065	30	2322	C6S-CSPG4 [lysosomal lumen]	CSPG4 [lysosomal lumen]		
2065064	30	2322	C4S-CSPG4 [lysosomal lumen]	CSPG4 [lysosomal lumen]		
2065256	30	2322	D4S-CSPG4 [lysosomal lumen]	CSPG4 [lysosomal lumen]		
2065062	30	2322	"D2,4,4(S)3-CSPG4 [lysosomal lumen]"	CSPG4 [lysosomal lumen]		
2065147	30	2322	CSE-CSPG4 [lysosomal lumen]	CSPG4 [lysosomal lumen]		
2064099	31	566	C6S-CSPG5 [extracellular region]	CSPG5 [extracellular region]		
2065230	31	566	"D2,4(S)2-CSPG5 [extracellular region]"	CSPG5 [extracellular region]		
2065261	31	566	D4S-CSPG5 [extracellular region]	CSPG5 [extracellular region]		
2065129	31	566	"D2,4,4(S)3-CSPG5 [extracellular region]"	CSPG5 [extracellular region]		
2064046	31	566	C4S-CSPG5 [extracellular region]	CSPG5 [extracellular region]		
2064108	31	566	CSE-CSPG5 [extracellular region]	CSPG5 [extracellular region]		
2064071	31	566	chondroitin(1)-CSPG5 [Golgi lumen]	CSPG5 [Golgi lumen]		
2065100	31	566	"D2,4,4(S)3-CSPG5 [Golgi lumen]"	CSPG5 [Golgi lumen]		
2064000	31	566	C4S-CSPG5 [Golgi lumen]	CSPG5 [Golgi lumen]		
2064011	31	566	Gal-Xyl-CSPG5 [Golgi lumen]	CSPG5 [Golgi lumen]		
2064153	31	566	xylosyl-CSPG5 [Golgi lumen]	CSPG5 [Golgi lumen]		
2065137	31	566	D4S-CSPG5 [Golgi lumen]	CSPG5 [Golgi lumen]		
2064033	31	566	GlcA-Gal-Gal-Xyl-CSPG5 [Golgi lumen]	CSPG5 [Golgi lumen]		
2063984	31	566	chondroitin(2)-CSPG5 [Golgi lumen]	CSPG5 [Golgi lumen]		
2064163	31	566	CSE-CSPG5 [Golgi lumen]	CSPG5 [Golgi lumen]		
2064223	31	566	Gal-Gal-Xyl-CSPG5 [Golgi lumen]	CSPG5 [Golgi lumen]		
2064093	31	566	C6S-CSPG5 [Golgi lumen]	CSPG5 [Golgi lumen]		
2065121	31	566	"D2,4(S)2-CSPG5 [Golgi lumen]"	CSPG5 [Golgi lumen]		
2064164	31	566	chondroitin(3)-CSPG5 [Golgi lumen]	CSPG5 [Golgi lumen]		
2065243	31	566	D4S-CSPG5 [lysosomal lumen]	CSPG5 [lysosomal lumen]		
2065088	31	566	C4S-CSPG5 [lysosomal lumen]	CSPG5 [lysosomal lumen]		
2065073	31	566	C6S-CSPG5 [lysosomal lumen]	CSPG5 [lysosomal lumen]		
2065264	31	566	"D2,4(S)2-CSPG5 [lysosomal lumen]"	CSPG5 [lysosomal lumen]		
2065117	31	566	CSE-CSPG5 [lysosomal lumen]	CSPG5 [lysosomal lumen]		
2065096	31	566	"D2,4,4(S)3-CSPG5 [lysosomal lumen]"	CSPG5 [lysosomal lumen]		
388754	36	223	Phospho CTLA-4 [plasma membrane]	CTLA4 [plasma membrane]		
179764	36	223	CTLA-4 [plasma membrane]	CTLA4 [plasma membrane]		
201943	1	-1	phospho-beta-catenin_1 (Tyr 654) [cytosol]	CTNNB1 [cytosol]		
195276	1	-1	"p-S37,T41,S47-beta-catenin_1 [cytosol]"	CTNNB1 [cytosol]		
448839	1	781	Catenin beta-1 [cytosol]	CTNNB1 [cytosol]		
205961	1	-1	"p-S33,S37,T41,S45-beta-catenin_1 [cytosol]"	CTNNB1 [cytosol]		
195302	1	-1	"p-T41,S45-beta catenin_1 [cytosol]"	CTNNB1 [cytosol]		
195273	1	-1	pS45-beta-catenin_1 [cytosol]	CTNNB1 [cytosol]		
202950	116	376	beta-catenin-1(116-376) [cytosol]	CTNNB1 [cytosol]		
202930	1	115	beta-catenin-1(1-115) [cytosol]	CTNNB1 [cytosol]		
191733	1	-1	beta-catenin-1 [plasma membrane]	CTNNB1 [plasma membrane]		
201959	1	-1	phospho-beta-catenin_1 (Tyr 654) [plasma membrane]	CTNNB1 [plasma membrane]		
1604711	19	31	Chymotrypsin B chain A [extracellular region]	CTRB1 [extracellular region]		
1604706	167	263	Chymotrypsin B chain C [extracellular region]	CTRB1 [extracellular region]		
1604725	34	164	Chymotrypsin B chain B [extracellular region]	CTRB1 [extracellular region]		
1604709	34	164	Chymotrypsin B2 chain B [extracellular region]	CTRB2 [extracellular region]		
1604686	167	263	Chymotrypsin B2 chain C [extracellular region]	CTRB2 [extracellular region]		
1604718	19	31	Chymotrypsin B2 chain A [extracellular region]	CTRB2 [extracellular region]		
1605735	29	326	CTSA 32kDa chain [lysosomal lumen]	CTSA [lysosomal lumen]		
1605642	327	480	CTSA 20kDa chain [lysosomal lumen]	CTSA [lysosomal lumen]		
2228661	80	126	Cathepsin B light chain [extracellular region]	CTSB [extracellular region]		
2471625	129	333	Cathepsin B heavy chain [extracellular region]	CTSB [extracellular region]		
2471614	169	412	Cathepsin D heavy chain [extracellular region]	CTSD [extracellular region]		
2228718	65	161	Cathepsin D light chain [extracellular region]	CTSD [extracellular region]		
1679026	292	333	Cathepsin L1 light chain [endolysosome lumen]	CTSL1 [endolysosome lumen]		
1679050	114	288	Cathepsin L1 heavy chain [endolysosome lumen]	CTSL1 [endolysosome lumen]		
449861	114	288	Cathepsin L1 heavy chain [extracellular region]	CTSL1 [extracellular region]		
449863	292	333	Cathepsin L1 light chain [extracellular region]	CTSL1 [extracellular region]		
381448	114	288	Cathepsin L1 [extracellular region]	CTSL1 [extracellular region]		
419962	1	-1	"phospho-cortactin (Tyr-421,-466, -482) [cytosol]"	CTTN [cytosol]		
442842	1	-1	p-Cortactin(S113) [cytosol]	CTTN [cytosol]		
201894	1	-1	Cortactin [cytosol]	CTTN [cytosol]		
1614371	1	339	CUX1-FGFR1 fusion mutant [cytosol]	CUX1 [cytosol]		
1838991	1	339	CUX1-p-FGFR1 fusion [cytosol]	CUX1 [cytosol]		
373346	1	355	CX3C chemokine receptor 1-1 [plasma membrane]	CX3CR1 [plasma membrane]		
373345	1	355	CX3C chemokine receptor 1-2 [plasma membrane]	CX3CR1 [plasma membrane]		
373348	1	355	CX3C chemokine receptor 1-3 [plasma membrane]	CX3CR1 [plasma membrane]		
373851	22	93	CXCL12-2 [extracellular region]	CXCL12 [extracellular region]		
373855	22	93	CXCL12-1 [extracellular region]	CXCL12 [extracellular region]		
373099	1	368	C-X-C chemokine receptor type 3-2 [plasma membrane]	CXCR3 [plasma membrane]		
373088	1	368	C-X-C chemokine receptor type 3-3 [plasma membrane]	CXCR3 [plasma membrane]		
373102	1	368	C-X-C chemokine receptor type 3-1 [plasma membrane]	CXCR3 [plasma membrane]		
175393	1	-1	CXCR4 variant 2 [plasma membrane]	CXCR4 [plasma membrane]		
175283	1	-1	CXCR4 variant 1 [plasma membrane]	CXCR4 [plasma membrane]		
373854	1	352	C-X-C chemokine receptor type 4-1 [plasma membrane]	CXCR4 [plasma membrane]		
373861	1	352	C-X-C chemokine receptor type 4-2 [plasma membrane]	CXCR4 [plasma membrane]		
200966	1	-1	PIR121_2 [cytosol]	CYFIP2 [cytosol]		
200962	1	-1	PIR121_1 [cytosol]	CYFIP2 [cytosol]		
211045	1	512	Cytochrome P450 26B1 [endoplasmic reticulum membrane]	CYP26B1 [endoplasmic reticulum membrane]		
211028	null	null	Cytochrome P450 26B1 [endoplasmic reticulum membrane]	CYP26B1 [endoplasmic reticulum membrane]		
211052	null	null	Cytochrome P450 2S1-1 [endoplasmic reticulum membrane]	CYP2S1 [endoplasmic reticulum membrane]		
211019	null	null	Cytochrome P450 2S1-2 [endoplasmic reticulum membrane]	CYP2S1 [endoplasmic reticulum membrane]		
211036	1	544	Cytochrome P450 2U1-1 [endoplasmic reticulum membrane]	CYP2U1 [endoplasmic reticulum membrane]		
211018	null	null	Cytochrome P450 2U1-2 [endoplasmic reticulum membrane]	CYP2U1 [endoplasmic reticulum membrane]		
211049	null	null	Cytochrome P450 3A43-4 [endoplasmic reticulum membrane]	CYP3A43 [endoplasmic reticulum membrane]		
211014	null	null	Cytochrome P450 3A43-2 [endoplasmic reticulum membrane]	CYP3A43 [endoplasmic reticulum membrane]		
211024	1	503	Cytochrome P450 3A43-1 [endoplasmic reticulum membrane]	CYP3A43 [endoplasmic reticulum membrane]		
211026	null	null	Cytochrome P450 3A43-3 [endoplasmic reticulum membrane]	CYP3A43 [endoplasmic reticulum membrane]		
211044	null	null	Cytochrome P450 4V2-1 [endoplasmic reticulum membrane]	CYP4V2 [endoplasmic reticulum membrane]		
211011	null	null	Cytochrome P450 4V2-2 [endoplasmic reticulum membrane]	CYP4V2 [endoplasmic reticulum membrane]		
196147	1	-1	Dab2_1 [lysosomal membrane]	DAB2 [lysosomal membrane]		
196158	1	-1	Dab2_2 [lysosomal membrane]	DAB2 [lysosomal membrane]		
196038	1	-1	Dab2_1 [plasma membrane]	DAB2 [plasma membrane]		
196040	1	-1	Dab2_2 [plasma membrane]	DAB2 [plasma membrane]		
349696	null	null	DACH1-3 [nucleoplasm]	DACH1 [nucleoplasm]		
349693	null	null	DACH1-2 [nucleoplasm]	DACH1 [nucleoplasm]		
349694	null	null	DACH1-1 [nucleoplasm]	DACH1 [nucleoplasm]		
349697	null	null	DACH1-4 [nucleoplasm]	DACH1 [nucleoplasm]		
202933	362	431	HIP-55 fragment (362-431) [cytosol]	DBNL [cytosol]		
202880	1	-1	HIP-55 [cytosol]	DBNL [cytosol]		
201584	1	-1	Debrin F [cytosol]	DBNL [cytosol]		
202925	1	361	HIP-55 fragment (1-361) [cytosol]	DBNL [cytosol]		
